Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Irrigation Method,,label
Nitrogenous,7.356046962,2.122519332,28.65024052,12.28274528,47.97088978,Tube Well,,Fenugreek
Sandy,6.855259706,2.02922474,34.56310161,22.10858467,39.70172844,Sprinkler Irrigation,,Citrus
Nitrogenous,7.417184295,2.039288515,19.35632953,22.29084057,35.10139388,Sprinkler Irrigation,,Gram
Clay,7.285509641,2.482384947,36.49993686,24.80152584,31.02904067,Tube Well,,Coriander
Alkaline,8.54896967,1.737184533,30.16203507,16.63757202,41.11635418,Drip Irrigation,,Onion
Chalky (Calcareous),7.029298415,2.560483512,34.02787351,24.87911669,40.04428852,Tube Well,,Oilseeds
Alkaline,7.579044613,1.861227872,36.4563692,22.10890037,46.55095954,Sprinkler Irrigation,,Cumin
Black lava soil,7.832684468,1.601931598,25.24968251,12.78197869,37.5854508,Canal Irrigation,,Chilli
Loamy,7.620620124,2.042252573,33.98997275,24.61754308,34.74688339,Tube Well,,Mango
Nitrogenous,8.257722404,2.190867084,28.13315787,17.49901091,39.15073821,Tube Well,,Tomato
Alkaline,6.68303852,1.787584326,32.51249848,15.54625568,32.86586712,Canal Irrigation,,Wheat
Alkaline,8.085858957,1.411913332,32.43780149,25.90945546,42.40454046,Sprinkler Irrigation,,Bajra
Black lava soil,7.287122198,2.225247862,28.69120855,22.77970726,30.47527773,Canal Irrigation,,Barley
Loamy,6.814163151,1.645279499,28.55725652,16.08123239,48.67468288,Sprinkler Irrigation,,Opium
Black lava soil,7.020610772,1.323745655,22.08205805,22.06499456,38.92966151,Tube Well,,Sugarcane
Clay,6.950480388,2.898332601,25.7325226,16.65281543,35.10846025,Canal Irrigation,,Citrus
Black lava soil,7.892592541,1.111159519,33.57372825,18.83137971,43.53728855,Canal Irrigation,,Pulses
Black lava soil,6.813767226,2.161487252,29.69498014,22.50120235,37.33199847,Sprinkler Irrigation,,Wheat
Nitrogenous,6.809700647,1.781922279,28.71189757,19.65183273,43.44582229,Drip Irrigation,,Coriander
Alkaline,6.805350635,1.902150734,35.3004487,19.74238536,42.51545184,Canal Irrigation,,Pomegranate
Black lava soil,8.005419868,3.764527594,23.77756775,22.24913607,36.46223857,Canal Irrigation,,Oilseeds
Nitrogenous,7.183559863,2.094664154,31.48622137,14.05383767,45.26992886,Tube Well,,Wheat
Loamy,7.363577727,2.485087541,24.50795391,16.90438526,32.46737371,Canal Irrigation,,Wheat
Loamy,7.944518561,2.286872211,23.61847792,13.55846191,41.46357741,Tube Well,,Chilli
Loamy,7.514715296,2.258322223,25.09337032,12.97591528,40.53603981,Drip Irrigation,,Oilseeds
Saline,7.288120159,1.773292946,21.02178414,18.34954904,43.66414541,Canal Irrigation,,Citrus
Nitrogenous,7.720873368,2.613517299,22.0969803,26.2228258,51.15749456,Tube Well,,Coriander
Loamy,8.382456903,3.396104434,30.45584073,23.9410207,31.09687164,Canal Irrigation,,Oilseeds
Black lava soil,7.00606333,1.576574517,36.24809453,23.89674502,39.8049024,Drip Irrigation,,Garlic
Black lava soil,7.382363045,3.072912463,22.27532039,10.09017757,32.50409399,Tube Well,,Opium
Sandy,7.363794992,2.616862139,25.97452409,20.94237881,36.71655327,Sprinkler Irrigation,,Wheat
Alkaline,7.929069535,1.938431782,33.01290134,17.77174848,50.26909345,Tube Well,,Cotton
Sandy,7.792157083,1.94976214,29.71304648,22.05275043,38.84465261,Canal Irrigation,,Citrus
Black lava soil,8.031970494,2.126284423,36.92266024,22.22099164,45.50661479,Sprinkler Irrigation,,Cotton
Black lava soil,8.526486012,2.544384827,28.11849638,20.09409525,34.14172826,Sprinkler Irrigation,,Fenugreek
Nitrogenous,7.839364035,1.53543183,24.32989907,18.26614212,37.07103638,Sprinkler Irrigation,,Sugarcane
Black lava soil,7.949179784,2.56238836,27.43705602,23.41606202,46.95127664,Canal Irrigation,,Coriander
Alkaline,7.853615687,2.737556182,29.03286186,21.09194494,46.44431713,Sprinkler Irrigation,,Mango
Clay,7.128756611,1.892731168,11.99457448,16.49355215,35.62092588,Sprinkler Irrigation,,Cotton
Nitrogenous,7.291108494,1.451194509,28.19185945,27.17785497,30.8579706,Tube Well,,Onion
Loamy,7.186842362,2.247031959,15.72686669,15.71574067,34.3697302,Drip Irrigation,,Mango
Sandy,7.817664598,1.941166349,27.72266472,21.22478547,42.37316743,Canal Irrigation,,Coriander
Nitrogenous,6.832259215,2.243018145,22.26348006,25.41345527,37.64437674,Drip Irrigation,,Gram
Loamy,7.196176827,1.931344517,34.78895807,21.03801676,41.53838327,Tube Well,,Cumin
Black lava soil,7.892592541,1.111159519,33.57372825,18.83137971,43.53728855,Canal Irrigation,,Pulses
Chalky (Calcareous),7.784136689,2.543190356,31.66684926,7.535947503,37.50430524,Drip Irrigation,,Tomato
Saline,8.527096921,2.07391037,22.9186557,16.78611809,37.70561577,Tube Well,,Citrus
Loamy,7.922227936,2.550868931,32.45996743,11.96871606,41.97478985,Tube Well,,Gram
Nitrogenous,6.465812142,2.044697639,27.78705354,20.03863947,44.72655886,Drip Irrigation,,Mustard
Clay,6.839560822,2.385700897,30.00554972,12.27783076,42.46441986,Canal Irrigation,,Cotton
Nitrogenous,7.643477927,1.584022541,26.80858637,15.92312186,34.66882534,Canal Irrigation,,Cotton
Sandy,6.793637121,1.741576558,33.09516473,26.96019376,40.55564688,Tube Well,,Fenugreek
Loamy,7.088572049,1.480389918,34.08990772,21.98183478,40.84873884,Sprinkler Irrigation,,Pulses
Alkaline,8.110410649,1.561613109,38.56020142,11.26181745,42.17385032,Drip Irrigation,,Pulses
Alkaline,7.681557814,2.155554996,20.55175354,30.07637555,46.4532223,Sprinkler Irrigation,,Onion
Alkaline,8.085858957,1.411913332,32.43780149,25.90945546,42.40454046,Sprinkler Irrigation,,Bajra
Black lava soil,7.042261485,2.06322961,27.48565623,25.89432969,46.55581148,Drip Irrigation,,Barley
Clay,6.929495745,1.944245586,25.9751676,18.06150042,37.93192167,Drip Irrigation,,Maize
Black lava soil,7.754844616,1.592800906,37.50421515,26.76400267,37.66712964,Tube Well,,Onion
Saline,7.104550309,1.610073527,35.40992405,13.25211894,37.92393116,Tube Well,,Pomegranate
Sandy,6.782045238,1.342092092,31.40504625,9.337021869,45.06318705,Sprinkler Irrigation,,Onion
Saline,7.269846619,2.515124847,28.09981577,17.9760231,45.66402349,Drip Irrigation,,Wheat
Sandy,6.913060018,1.901031136,40.33953169,10.84158876,34.74345044,Tube Well,,Chilli
Saline,7.519856911,1.288561546,32.30636042,15.37821333,37.74502991,Sprinkler Irrigation,,Bajra
Loamy,7.52511385,2.239753774,33.64470597,16.53824613,36.70480363,Drip Irrigation,,Fenugreek
Clay,7.256147314,2.537166502,32.48200059,30.3753252,45.90064087,Sprinkler Irrigation,,Tomato
Chalky (Calcareous),7.932034991,2.153067277,28.84470232,14.04062648,49.71764441,Sprinkler Irrigation,,Cotton
Sandy,8.501213734,1.846214291,31.80113019,22.70660647,34.99685314,Tube Well,,Sugarcane
Loamy,7.604735042,1.507732975,29.97022645,23.9200139,39.05869332,Sprinkler Irrigation,,Barley
Alkaline,7.788536092,1.910988355,30.77577671,18.00858483,40.58794315,Tube Well,,Chilli
Saline,7.058000572,2.066248572,28.09255293,13.39753278,41.68741037,Drip Irrigation,,Sugarcane
Nitrogenous,6.379042033,2.102727844,26.12196698,15.99832297,37.50506372,Canal Irrigation,,Tomato
Nitrogenous,7.805108085,2.07848648,27.06734365,21.12108202,43.57304895,Tube Well,,Pulses
Nitrogenous,8.015329904,2.547399251,25.97004134,17.36722433,33.38826283,Tube Well,,Bajra
Clay,6.923333798,1.156327826,21.03053751,13.22276248,36.45489521,Sprinkler Irrigation,,Pulses
Chalky (Calcareous),7.36719772,1.800060881,29.42679582,21.32134136,39.24941524,Tube Well,,Gram
Saline,8.073015072,1.611314258,37.79394592,12.34769295,48.14821066,Drip Irrigation,,Gram
Sandy,7.550395536,2.020643728,35.18579449,21.67219257,47.39035949,Tube Well,,Tomato
Loamy,7.514715296,2.258322223,25.09337032,12.97591528,40.53603981,Drip Irrigation,,Oilseeds
Black lava soil,7.765487831,0.91089434,27.35266518,17.1907895,42.39680477,Tube Well,,Cumin
Loamy,8.078003335,1.695753048,24.96066043,21.26868648,31.03461801,Drip Irrigation,,Gram
Loamy,8.002962256,1.436251951,35.63954497,20.77246833,38.31723705,Drip Irrigation,,Gram
Saline,7.648938096,2.225077817,29.47820775,28.87745425,32.60401991,Drip Irrigation,,Mustard
Alkaline,7.050986387,1.616977399,27.69366475,8.736033026,41.67984087,Sprinkler Irrigation,,Mustard
Nitrogenous,7.290518277,1.587693995,24.70599926,16.42243507,45.60749606,Canal Irrigation,,Sugarcane
Saline,8.096556473,2.510757696,34.59457427,17.70171614,34.60078776,Canal Irrigation,,Sugarcane
Clay,7.426487288,2.420367241,31.03901254,13.53687326,37.33915718,Tube Well,,Pomegranate
Saline,8.096556473,2.510757696,34.59457427,17.70171614,34.60078776,Canal Irrigation,,Sugarcane
Chalky (Calcareous),7.234272724,1.216070287,31.73354989,32.55778276,30.79961128,Drip Irrigation,,Chilli
Nitrogenous,8.037671701,2.105334233,31.04767115,14.54187414,41.16924013,Sprinkler Irrigation,,Garlic
Black lava soil,7.240873681,2.662638045,34.13557714,20.78987156,33.64040499,Canal Irrigation,,Wheat
Sandy,6.255836323,1.670875794,32.26754356,15.08852983,40.29492111,Tube Well,,Gram
Saline,8.286867108,2.228344005,22.51920593,15.40893917,46.61372233,Drip Irrigation,,Mustard
Clay,7.426487288,2.420367241,31.03901254,13.53687326,37.33915718,Tube Well,,Pomegranate
Saline,7.978351593,2.258473258,28.89243369,19.88849858,36.55557229,Drip Irrigation,,Cumin
Clay,7.249869492,1.741941679,40.62278115,6.1309253,39.10190139,Sprinkler Irrigation,,Onion
Clay,8.02003091,1.630114418,23.32694697,18.07163685,42.17251323,Tube Well,,Fennel
Saline,7.214679785,2.426234322,23.85408201,27.2605885,40.07074632,Tube Well,,Cumin
Loamy,7.680708659,1.353429228,32.86195156,22.25301706,30.6509183,Canal Irrigation,,Oilseeds
Nitrogenous,8.03554025,0.962756824,29.88982568,25.60930752,39.06660519,Sprinkler Irrigation,,Mustard
Alkaline,7.974071475,1.847022784,23.81760857,26.37220114,39.52329454,Drip Irrigation,,Gram
Saline,7.498606945,1.733454799,28.27968022,18.12732925,35.10037213,Canal Irrigation,,Chilli
Loamy,7.798220569,1.682857076,28.82015006,23.72092855,42.10773042,Canal Irrigation,,Pomegranate
Black lava soil,7.883194238,1.793052529,32.30398622,12.38832841,43.98987627,Sprinkler Irrigation,,Maize
Saline,7.690712809,2.498632784,35.90945021,19.66775512,38.20960277,Sprinkler Irrigation,,Sugarcane
Alkaline,7.882106602,2.863981918,27.65326767,13.57067991,37.47255122,Sprinkler Irrigation,,Wheat
Black lava soil,7.660796606,2.877466536,30.09200815,21.12632059,43.46361378,Sprinkler Irrigation,,Tomato
Sandy,8.501213734,1.846214291,31.80113019,22.70660647,34.99685314,Tube Well,,Sugarcane
Black lava soil,7.737629302,2.585330815,21.72387644,22.92262026,38.6593043,Sprinkler Irrigation,,Pulses
Loamy,7.071613953,1.72222661,31.02194516,13.98925237,38.02159644,Canal Irrigation,,Fenugreek
Black lava soil,7.733272656,2.673112878,32.61125318,19.51042377,51.3621736,Drip Irrigation,,Fennel
Sandy,6.223225202,1.915807539,28.36993752,21.95183097,39.23047387,Drip Irrigation,,Gram
Alkaline,7.804940024,1.980036768,33.97461557,26.74567553,45.29085047,Tube Well,,Fennel
Nitrogenous,7.024407815,1.82908909,24.9653632,20.2391266,37.1790191,Sprinkler Irrigation,,Mustard
Black lava soil,7.020610772,1.323745655,22.08205805,22.06499456,38.92966151,Tube Well,,Sugarcane
Black lava soil,7.371829661,1.730976121,33.9892189,10.70331614,40.22745738,Sprinkler Irrigation,,Garlic
Saline,7.104550309,1.610073527,35.40992405,13.25211894,37.92393116,Tube Well,,Pomegranate
Nitrogenous,7.929007098,1.585901864,19.90756068,20.72531873,43.96587844,Tube Well,,Barley
Loamy,7.381775582,1.940190188,24.48407809,24.10276751,40.92154532,Drip Irrigation,,Mustard
Black lava soil,7.038905547,1.522690949,32.59109475,17.46905469,39.10242713,Sprinkler Irrigation,,Wheat
Chalky (Calcareous),7.891314913,1.987883583,36.01225624,14.52364741,24.11648093,Sprinkler Irrigation,,Cotton
Saline,6.931483558,1.589092586,36.51295198,20.6883097,37.24706466,Drip Irrigation,,Onion
Loamy,7.734270081,2.8914528,28.76329806,8.105019796,43.35024836,Canal Irrigation,,Wheat
Nitrogenous,7.916578883,1.684875352,34.32124192,6.462280723,36.40005233,Canal Irrigation,,Fenugreek
Chalky (Calcareous),8.44609588,1.55814043,26.13485145,15.64636114,43.62295889,Tube Well,,Tomato
Alkaline,6.97990314,2.972597537,20.89456965,17.01166158,41.85105945,Sprinkler Irrigation,,Mango
Clay,7.51878743,1.842654586,30.64684003,8.096304472,30.85159092,Canal Irrigation,,Tomato
Nitrogenous,7.84793192,2.586721138,28.63727639,18.29700647,42.50071517,Sprinkler Irrigation,,Pulses
Black lava soil,7.58400767,2.472605767,32.50415796,15.60763099,43.71229457,Tube Well,,Opium
Alkaline,6.636994691,1.864816652,29.8630784,29.76553599,43.43478316,Drip Irrigation,,Tomato
Sandy,7.562950694,2.425562049,36.11927959,21.68977777,37.03879578,Drip Irrigation,,Fenugreek
Nitrogenous,8.082797448,1.970583573,28.89534138,20.95562117,34.25146264,Tube Well,,Coriander
Chalky (Calcareous),6.63946124,1.820798212,23.87500056,25.88266627,37.08138933,Sprinkler Irrigation,,Bajra
Alkaline,7.840871704,2.481251443,23.86910321,30.98323027,43.83739672,Tube Well,,Opium
Loamy,7.989228903,1.594735685,34.28487768,19.65776754,40.14387782,Sprinkler Irrigation,,Fennel
Sandy,7.669178721,1.503710997,30.10208584,12.67163071,31.15474848,Canal Irrigation,,Coriander
Chalky (Calcareous),7.647485728,1.251371177,36.40469788,16.67288851,43.60951743,Canal Irrigation,,Fenugreek
Clay,7.349767026,1.497199312,31.80082092,17.31177121,43.27701915,Canal Irrigation,,Wheat
Nitrogenous,7.120163491,2.331823174,35.29782786,17.22359752,45.19006264,Drip Irrigation,,Bajra
Chalky (Calcareous),8.209265673,0.756095672,36.38482693,21.69011741,33.96489176,Drip Irrigation,,Pomegranate
Alkaline,7.991926172,2.062943265,27.61724288,13.47705278,35.53202493,Tube Well,,Citrus
Saline,6.959998696,2.081398309,37.47515155,13.43515735,41.96987613,Sprinkler Irrigation,,Pomegranate
Alkaline,7.853615687,2.737556182,29.03286186,21.09194494,46.44431713,Sprinkler Irrigation,,Mango
Loamy,7.483976253,2.016762351,18.9120446,14.15911086,34.5156246,Drip Irrigation,,Opium
Sandy,7.02712697,2.304123096,23.4143404,23.88013957,34.98891491,Canal Irrigation,,Onion
Saline,8.39238752,2.006725182,28.87573472,15.35603959,54.67828951,Drip Irrigation,,Onion
Alkaline,8.347861439,2.948644347,30.78346864,25.11765322,40.87643389,Tube Well,,Onion
Chalky (Calcareous),7.09505495,2.709517806,31.46676018,23.64909681,46.95960444,Tube Well,,Bajra
Chalky (Calcareous),7.556985334,1.603270135,25.3745769,17.74899054,40.36931717,Sprinkler Irrigation,,Sugarcane
Saline,7.931111756,1.291886472,24.24423132,5.804606703,35.95309589,Tube Well,,Maize
Sandy,6.865000701,2.334420065,33.35972304,21.92101036,35.02785739,Sprinkler Irrigation,,Mango
Loamy,8.372430703,3.202418771,31.08603969,17.67616388,34.11386791,Tube Well,,Citrus
Alkaline,8.577464339,1.842351672,25.2948865,21.23041808,35.98859986,Drip Irrigation,,Cotton
Nitrogenous,7.671463189,2.621734564,26.10312337,16.74055709,38.45519993,Canal Irrigation,,Pulses
Sandy,5.97767173,2.510817607,37.18184017,14.74906731,35.13850878,Canal Irrigation,,Citrus
Chalky (Calcareous),6.31078417,2.096325766,31.82697121,19.80418942,36.72733215,Canal Irrigation,,Barley
Black lava soil,7.7930829,1.793793091,31.28599485,18.79667413,40.03940092,Sprinkler Irrigation,,Pulses
Clay,7.484868471,3.29941145,21.37969095,23.46911727,45.83264168,Tube Well,,Fennel
Clay,7.306943612,2.507610446,30.5399196,33.03429582,40.96703184,Tube Well,,Tomato
Black lava soil,7.625736804,1.902865434,26.2210425,25.24353563,48.27703557,Drip Irrigation,,Tomato
Clay,7.244118221,0.947625247,40.21088955,20.776625,41.99073633,Drip Irrigation,,Cumin
Clay,8.524354129,1.187253865,27.21610614,20.16319418,45.68690549,Sprinkler Irrigation,,Bajra
Chalky (Calcareous),6.521330705,1.665928476,30.96689726,13.25911477,40.07841118,Tube Well,,Onion
Clay,8.408377815,1.365354447,37.68078386,19.44340576,41.49542867,Canal Irrigation,,Onion
Chalky (Calcareous),7.376123791,2.660207005,25.62782176,23.13803149,38.60246268,Sprinkler Irrigation,,Onion
Nitrogenous,7.964122846,1.751734132,24.23253787,21.33921819,35.88232515,Drip Irrigation,,Sugarcane
Saline,7.097100173,2.505137293,29.77819272,26.89233678,36.64243897,Drip Irrigation,,Wheat
Alkaline,7.801236718,2.520028945,24.90565021,18.8611451,35.29992034,Tube Well,,Fenugreek
Alkaline,6.515538429,2.051719065,40.2103802,21.38679231,39.8886051,Tube Well,,Gram
Nitrogenous,7.568373324,0.847894032,28.19495388,33.51513782,38.84669167,Drip Irrigation,,Pulses
Black lava soil,6.55016486,1.93586826,23.08329612,24.50864349,43.92073208,Drip Irrigation,,Cumin
Saline,8.271368184,2.121737539,27.9792142,20.00897436,40.58853709,Sprinkler Irrigation,,Mango
Saline,7.534668581,2.431271742,21.52513281,24.10116199,44.08653102,Canal Irrigation,,Citrus
Alkaline,8.274319648,2.160108289,36.10647473,20.6697919,39.52444176,Sprinkler Irrigation,,Garlic
Sandy,7.327040335,2.444576912,24.39124449,16.16567981,40.34036135,Canal Irrigation,,Bajra
Clay,6.728440886,2.082147383,40.98111571,22.46493229,39.71241123,Tube Well,,Wheat
Sandy,8.562385702,2.665669531,39.60183751,13.8855249,40.35626875,Drip Irrigation,,Pulses
Clay,7.853795911,2.589126424,32.04067956,13.12182956,37.63177271,Tube Well,,Barley
Loamy,6.774536054,2.037788186,35.24432071,19.85391797,43.87557561,Tube Well,,Sugarcane
Black lava soil,6.960233574,2.498529678,35.63675045,14.35075071,35.88081565,Drip Irrigation,,Oilseeds
Loamy,8.336132952,1.631310048,25.82907576,8.669739529,38.24610897,Sprinkler Irrigation,,Citrus
Clay,7.826153076,1.184332445,32.40130251,14.72446162,44.1139139,Tube Well,,Fenugreek
Black lava soil,8.662336653,1.991496963,32.52510544,20.42259238,36.43207665,Canal Irrigation,,Mango
Nitrogenous,7.333269653,2.759976003,19.32100076,23.79893618,35.80236221,Canal Irrigation,,Pomegranate
Nitrogenous,8.015329904,2.547399251,25.97004134,17.36722433,33.38826283,Tube Well,,Bajra
Sandy,7.661592741,2.64190843,36.47492792,22.72110176,44.22901436,Tube Well,,Coriander
Nitrogenous,7.9511357,1.750063785,32.7151614,18.830511,39.01953395,Drip Irrigation,,Mustard
Loamy,7.483976253,2.016762351,18.9120446,14.15911086,34.5156246,Drip Irrigation,,Opium
Clay,6.187591472,3.274504854,32.65513047,20.74438402,45.90783858,Tube Well,,Onion
Clay,7.331806527,2.480152398,32.31241812,14.10315439,40.86127193,Canal Irrigation,,Guava
Chalky (Calcareous),7.75995107,2.93440892,32.09852804,21.38290753,40.0427804,Canal Irrigation,,Mustard
Black lava soil,7.982077942,1.847277649,21.35408555,29.76458691,39.69451246,Drip Irrigation,,Maize
Nitrogenous,7.177213964,1.169458292,32.51626032,9.682984238,38.41324754,Sprinkler Irrigation,,Onion
Alkaline,7.991926172,2.062943265,27.61724288,13.47705278,35.53202493,Tube Well,,Citrus
Nitrogenous,7.639174317,1.745393319,25.7682014,17.07546173,37.60620714,Canal Irrigation,,Mango
Alkaline,6.628526235,1.696215604,37.84091215,27.23898209,44.69320011,Canal Irrigation,,Tomato
Saline,6.978864206,2.285210587,28.34284314,17.4066664,44.26600773,Canal Irrigation,,Pulses
Clay,7.146553716,2.42777783,38.24740447,25.3530528,36.35198765,Sprinkler Irrigation,,Pomegranate
Chalky (Calcareous),7.67105302,2.958629574,22.37214146,14.22918308,44.27600754,Canal Irrigation,,Tomato
Black lava soil,7.342366833,2.134025214,33.57587195,19.74440653,40.08062394,Sprinkler Irrigation,,Pulses
Saline,8.971524168,2.36224553,41.8464365,26.97717041,41.20901036,Sprinkler Irrigation,,Opium
Clay,7.768739352,1.710770136,29.6125285,19.70784941,44.13201659,Sprinkler Irrigation,,Cumin
Chalky (Calcareous),6.628614013,2.204719265,28.61664114,20.56697196,42.29497001,Sprinkler Irrigation,,Opium
Sandy,8.46757702,2.407750511,29.75955746,19.08424764,38.21663433,Canal Irrigation,,Oilseeds
Sandy,6.307547246,2.173058664,32.4600714,30.32110067,40.79047438,Sprinkler Irrigation,,Guava
Alkaline,7.511597989,2.675507876,22.43735517,13.34647434,29.11016134,Canal Irrigation,,Gram
Sandy,7.768884095,2.153194741,25.00846612,22.59396509,44.31764121,Tube Well,,Gram
Black lava soil,6.702622021,2.210349816,27.11039612,24.4057336,40.00662844,Drip Irrigation,,Garlic
Loamy,8.22780024,2.515826887,22.95540449,22.22447948,44.25359697,Tube Well,,Bajra
Sandy,7.451237308,2.163905537,34.76239078,15.94553032,41.83407022,Canal Irrigation,,Chilli
Black lava soil,7.421126508,1.67916659,38.32675959,15.7191508,40.17783037,Drip Irrigation,,Coriander
Nitrogenous,6.832259215,2.243018145,22.26348006,25.41345527,37.64437674,Drip Irrigation,,Gram
Clay,9.038430185,2.68005795,23.7772875,21.16434044,36.95996929,Canal Irrigation,,Oilseeds
Clay,8.094298412,2.924681071,34.21552666,25.81419289,37.09991834,Drip Irrigation,,Citrus
Chalky (Calcareous),7.657222295,1.820520807,33.64886469,15.34499144,40.21515487,Drip Irrigation,,Cotton
Sandy,7.820947061,1.48515188,27.57991438,19.97963581,39.79370174,Tube Well,,Mango
Loamy,7.514715296,2.258322223,25.09337032,12.97591528,40.53603981,Drip Irrigation,,Oilseeds
Saline,8.096556473,2.510757696,34.59457427,17.70171614,34.60078776,Canal Irrigation,,Sugarcane
Sandy,7.920890387,1.474389985,17.34115342,18.86446996,39.29121223,Drip Irrigation,,Opium
Black lava soil,7.75807202,1.673735853,26.94411424,17.36002989,46.7653458,Drip Irrigation,,Bajra
Black lava soil,7.304061617,1.491117845,24.86298224,18.13365877,43.22259246,Drip Irrigation,,Mustard
Sandy,8.020477087,1.367370795,32.40293379,15.63505517,38.96507705,Drip Irrigation,,Oilseeds
Black lava soil,7.660796606,2.877466536,30.09200815,21.12632059,43.46361378,Sprinkler Irrigation,,Tomato
Saline,6.74051511,2.252290907,33.13269182,13.80218857,32.48564696,Sprinkler Irrigation,,Opium
Clay,7.469798135,2.563890125,30.43055434,16.26538357,44.95083119,Drip Irrigation,,Gram
Nitrogenous,8.155302956,2.585550986,23.71717332,26.44601526,38.40920749,Drip Irrigation,,Onion
Clay,7.426487288,2.420367241,31.03901254,13.53687326,37.33915718,Tube Well,,Pomegranate
Nitrogenous,6.942976775,2.129330574,31.06369888,23.91436867,37.84437215,Canal Irrigation,,Guava
Saline,8.0362709,2.714380081,37.17154835,21.42377297,30.18355426,Sprinkler Irrigation,,Cotton
Clay,7.843428956,0.967348612,40.60815654,18.58424058,29.87480043,Drip Irrigation,,Chilli
Clay,7.997790757,2.851586305,21.80985471,11.06812267,36.88982597,Sprinkler Irrigation,,Guava
Chalky (Calcareous),7.270987408,2.237667463,24.6832275,25.10812382,34.72005094,Canal Irrigation,,Tomato
Clay,7.112518588,2.684047118,39.83458481,19.80427987,46.2485521,Sprinkler Irrigation,,Tomato
Nitrogenous,7.721501065,2.475774885,24.89418771,22.3673595,38.66179455,Sprinkler Irrigation,,Tomato
Loamy,7.737583873,1.99879808,27.05364174,14.53918184,44.17375663,Drip Irrigation,,Coriander
Chalky (Calcareous),7.003068663,2.210095771,25.71750881,20.48835188,33.67750797,Canal Irrigation,,Bajra
Loamy,7.809443149,2.819179866,31.90654806,21.55826428,32.40544587,Drip Irrigation,,Guava
Chalky (Calcareous),7.288200709,1.317191298,25.12939077,23.51713958,33.46315109,Sprinkler Irrigation,,Sugarcane
Alkaline,7.449002642,1.578783685,33.7543639,23.27215514,44.86028483,Canal Irrigation,,Barley
Black lava soil,7.759679373,2.836681973,27.052738,12.08786013,44.08418506,Drip Irrigation,,Mustard
Black lava soil,7.415438657,2.039786767,33.79412208,23.48161431,41.39399906,Canal Irrigation,,Opium
Saline,7.562774293,1.521970724,41.58818394,12.96353278,33.50948048,Tube Well,,Sugarcane
Black lava soil,8.049242438,2.178830683,30.32252986,24.53272079,40.36126024,Tube Well,,Sugarcane
Black lava soil,7.020610772,1.323745655,22.08205805,22.06499456,38.92966151,Tube Well,,Sugarcane
Black lava soil,7.076751099,2.303973784,26.22250558,19.49006673,47.23472073,Canal Irrigation,,Oilseeds
Black lava soil,6.906503306,2.52890709,27.05443934,15.32201851,39.11041062,Drip Irrigation,,Chilli
Black lava soil,6.609420793,0.88476599,31.13342124,17.19221127,37.23455092,Tube Well,,Mango
Black lava soil,8.264373925,1.959477018,24.95775634,9.570510611,32.63981463,Tube Well,,Barley
Black lava soil,6.475029361,2.579537032,28.31872631,22.12744967,45.98623462,Tube Well,,Citrus
Sandy,7.789464324,2.230021162,37.7022062,26.2767489,36.57162541,Sprinkler Irrigation,,Sugarcane
Loamy,7.389943134,2.031824531,28.14110494,12.61193797,41.28800429,Drip Irrigation,,Maize
Loamy,7.51365669,1.976314649,22.08911618,15.29800542,37.19619547,Canal Irrigation,,Opium
Alkaline,7.929069535,1.938431782,33.01290134,17.77174848,50.26909345,Tube Well,,Cotton
Black lava soil,8.232605252,1.554228255,30.34852135,16.74671689,38.36676218,Sprinkler Irrigation,,Bajra
Nitrogenous,7.624725473,2.199614096,42.46091999,18.62439286,38.41119553,Canal Irrigation,,Coriander
Loamy,7.092565926,1.261868728,39.02787216,16.83363648,39.51619948,Drip Irrigation,,Chilli
Alkaline,7.781893938,1.704302635,37.77599267,14.42733842,31.30397424,Canal Irrigation,,Maize
Sandy,5.97767173,2.510817607,37.18184017,14.74906731,35.13850878,Canal Irrigation,,Citrus
Sandy,7.753510136,1.971302317,23.02275748,16.4604453,38.68626626,Drip Irrigation,,Opium
Alkaline,8.546598966,1.24405829,35.79690522,24.86550781,36.1045363,Tube Well,,Onion
Alkaline,7.319980366,1.635961451,31.8667428,21.56189105,45.96367583,Canal Irrigation,,Sugarcane
Sandy,7.823003094,0.81417032,40.21034826,21.4763997,36.1175043,Tube Well,,Mango
Saline,7.050600095,2.27550853,26.33258967,18.49587022,31.86344136,Tube Well,,Tomato
Alkaline,7.719743024,1.950845076,20.98124758,21.65735448,41.82280739,Sprinkler Irrigation,,Barley
Sandy,7.072452263,1.396988814,25.57014633,5.749849453,42.722912,Canal Irrigation,,Mustard
Chalky (Calcareous),6.977235257,1.986869603,26.87744772,23.7349042,40.15745781,Canal Irrigation,,Onion
Clay,6.964904219,2.859520306,25.51833671,21.09651169,43.95929655,Drip Irrigation,,Garlic
Chalky (Calcareous),7.009968849,1.191099693,31.90389036,15.91295933,41.60645735,Tube Well,,Chilli
Alkaline,7.769882256,1.836732074,24.14537553,21.01191685,32.21524457,Tube Well,,Cumin
Nitrogenous,7.225420529,2.665216172,29.39706406,13.29937552,37.57160628,Tube Well,,Pomegranate
Alkaline,7.804452678,2.131033405,20.25219141,18.24575285,28.9082612,Tube Well,,Pulses
Nitrogenous,7.088032257,1.640445274,40.24906048,20.00341409,43.91065001,Canal Irrigation,,Mustard
