District,Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Irrigation Method,Water Consumption (liters/hectare),Water Availability (liters/hectare)
Ajmer,Sandy,7.207036163,2.164553389,36.26421317,17.75887692,36.53874835,Guava,Tube Well,13501.91389,14053.72182
Udaipur,Alkaline,7.605698284,2.531328645,28.12183167,26.75557045,46.46372645,Maize,Tube Well,12260.05726,12048.59391
Udaipur,Loamy,7.125600102,2.208400787,35.83560394,19.88474722,46.39287584,Chilli,Canal Irrigation,11453.42947,10633.92704
Udaipur,Alkaline,8.268030591,2.298768853,26.44348387,20.58562108,41.18111823,Sugarcane,Sprinkler Irrigation,7049.046866,7916.060498
Ajmer,Loamy,7.181206229,2.108341559,28.48324966,18.90566874,43.83121488,Chilli,Sprinkler Irrigation,9235.754331,8996.96835
Hanumangarh,Loamy,7.018674494,2.346384516,35.52916533,24.30718263,41.25658324,Onion,Sprinkler Irrigation,12314.61938,13098.73603
Kota,Chalky (Calcareous),6.784322576,1.357200443,21.92076765,21.86324093,40.83246564,Oilseeds,Drip Irrigation,8623.140124,7838.507781
Nagaur,Loamy,8.098584014,1.59620433,28.88263747,14.77581843,48.91961298,Gram,Drip Irrigation,10252.36347,9586.456069
Bhilwara,Saline,6.974972605,1.545155106,33.79750019,16.91612319,33.26002108,Guava,Tube Well,6966.954161,6731.696014
Kota,Clay,9.038430185,2.68005795,23.7772875,21.16434044,36.95996929,Oilseeds,Canal Irrigation,16234.68303,15373.8983
Alwar,Clay,7.72343625,1.8287254,30.85231885,15.18633717,38.9669436,Gram,Tube Well,9289.883923,9468.516256
Kota,Clay,7.003566999,1.277397368,33.33134836,22.88989262,42.88681763,Fennel,Sprinkler Irrigation,11917.2482,11696.38075
Alwar,Sandy,7.251533987,1.908715513,25.05021104,19.82496195,35.94499568,Garlic,Canal Irrigation,13431.99664,13550.22437
Alwar,Saline,7.050600095,2.27550853,26.33258967,18.49587022,31.86344136,Tomato,Tube Well,12226.92394,12060.76864
Kota,Loamy,7.037055048,1.943166655,29.28170235,19.17459717,40.15879728,Citrus,Sprinkler Irrigation,10211.16193,9503.047637
Nagaur,Chalky (Calcareous),7.647485728,1.251371177,36.40469788,16.67288851,43.60951743,Fenugreek,Canal Irrigation,6585.00933,7101.996971
Hanumangarh,Saline,7.347194693,2.365479488,26.74670086,9.548485506,39.14870877,Garlic,Tube Well,6549.114929,5607.100301
Nagaur,Sandy,8.450134212,2.511528278,38.21770755,21.95563938,45.83754911,Oilseeds,Canal Irrigation,8110.104331,7853.908964
Alwar,Nitrogenous,8.257722404,2.190867084,28.13315787,17.49901091,39.15073821,Tomato,Tube Well,11319.77653,12068.1746
Hanumangarh,Black lava soil,8.031970494,2.126284423,36.92266024,22.22099164,45.50661479,Cotton,Sprinkler Irrigation,8243.694955,8000.731989
Jodhpur,Loamy,6.804889037,2.07888072,24.51315841,12.61537536,36.30314296,Bajra,Sprinkler Irrigation,8773.893688,7965.001126
Ajmer,Alkaline,7.888465846,2.803957531,36.76726824,26.73285831,47.2183516,Coriander,Canal Irrigation,9688.745624,10115.34687
Sri Ganganagar,Sandy,7.134184131,2.945220343,30.24654166,23.84419838,36.95886746,Gram,Tube Well,13899.57854,13443.8468
Jaipur,Loamy,8.196590629,2.419674557,34.36412176,15.16921638,39.60305788,Sugarcane,Sprinkler Irrigation,6831.659051,6094.801114
Jodhpur,Saline,8.034189667,2.302060445,41.51819376,12.60277888,46.2961662,Coriander,Drip Irrigation,5538.563917,6467.70442
Jaipur,Black lava soil,7.387840515,2.429792436,30.39900742,25.69777768,38.06319018,Cotton,Canal Irrigation,10020.00476,10571.84058
Ajmer,Saline,7.718002888,2.421919755,31.96317058,22.26792762,32.08888417,Oilseeds,Drip Irrigation,12962.27562,12468.9471
Alwar,Black lava soil,8.232605252,1.554228255,30.34852135,16.74671689,38.36676218,Bajra,Sprinkler Irrigation,10081.24336,10292.94583
Jaipur,Clay,7.397561668,2.015697933,38.03789153,19.89719721,41.44591837,Garlic,Sprinkler Irrigation,8554.083985,8965.299594
Alwar,Saline,7.525830488,2.114537344,35.37159006,21.12169828,44.52008777,Guava,Canal Irrigation,13430.30422,13225.21252
Kota,Black lava soil,7.737629302,2.585330815,21.72387644,22.92262026,38.6593043,Pulses,Sprinkler Irrigation,5526.651109,6249.961364
Jaipur,Clay,7.997790757,2.851586305,21.80985471,11.06812267,36.88982597,Guava,Sprinkler Irrigation,12720.05023,11959.80721
Jodhpur,Saline,6.752981103,2.627572894,27.51163738,13.65931598,39.15870433,Tomato,Canal Irrigation,8160.576332,8616.577673
Nagaur,Saline,7.984684651,1.684298722,30.26263184,16.22024647,41.80220838,Pomegranate,Drip Irrigation,12193.86909,11979.82023
Hanumangarh,Black lava soil,6.906503306,2.52890709,27.05443934,15.32201851,39.11041062,Chilli,Drip Irrigation,7325.435419,7496.33086
Nagaur,Black lava soil,7.730412433,2.524199944,29.59466447,28.72291935,44.29916781,Fenugreek,Drip Irrigation,13047.37321,13900.63741
Jodhpur,Alkaline,7.184928585,2.287020965,29.45067938,19.07956566,36.13903806,Mango,Sprinkler Irrigation,5029.106724,5620.330564
Ajmer,Nitrogenous,7.720873368,2.613517299,22.0969803,26.2228258,51.15749456,Coriander,Tube Well,6960.644618,7636.862881
Jodhpur,Sandy,7.804133583,2.672967504,29.12676027,26.80084065,39.05153253,Cotton,Sprinkler Irrigation,11279.21839,12182.77488
Sri Ganganagar,Saline,7.648938096,2.225077817,29.47820775,28.87745425,32.60401991,Mustard,Drip Irrigation,14675.20751,14126.46352
Bhilwara,Saline,8.0035786,2.258997388,30.13102376,18.48217837,39.59541331,Guava,Drip Irrigation,10200.74328,11027.45097
Nagaur,Black lava soil,7.030422215,1.807806312,28.97116503,28.02809916,29.59629737,Cotton,Canal Irrigation,13119.93241,12880.23944
Alwar,Black lava soil,7.575703698,1.710524121,25.51816226,17.75652159,41.17129632,Maize,Canal Irrigation,8124.720059,7536.35493
Udaipur,Black lava soil,7.892592541,1.111159519,33.57372825,18.83137971,43.53728855,Pulses,Canal Irrigation,14837.31993,15194.53706
Jaipur,Chalky (Calcareous),6.546096221,1.569807495,27.93197233,29.43843829,42.78276562,Garlic,Tube Well,11609.33089,11335.91998
Kota,Nitrogenous,7.929007098,1.585901864,19.90756068,20.72531873,43.96587844,Barley,Tube Well,7845.401422,7476.235234
Ajmer,Black lava soil,6.609420793,0.88476599,31.13342124,17.19221127,37.23455092,Mango,Tube Well,15798.49276,15405.18897
Kota,Clay,7.322896806,1.703767272,31.63536187,17.08969333,41.9952207,Tomato,Canal Irrigation,10189.05345,9939.347221
Bhilwara,Sandy,7.569826845,2.036668372,34.84384948,24.83589061,42.46988691,Citrus,Canal Irrigation,11118.11462,10172.8164
Udaipur,Black lava soil,7.380944782,2.023001374,25.47692813,25.86378423,43.32708412,Mustard,Drip Irrigation,11497.93257,10643.11146
Jaipur,Clay,7.04359454,1.791284809,31.72026961,21.7417087,35.51084967,Pulses,Tube Well,9965.279231,9867.05094
Jaipur,Nitrogenous,7.853039457,1.878659362,24.86815396,26.15000286,35.17647287,Maize,Sprinkler Irrigation,14175.39301,14457.0701
Sri Ganganagar,Sandy,7.753510136,1.971302317,23.02275748,16.4604453,38.68626626,Opium,Drip Irrigation,13243.46174,13754.94761
Jodhpur,Alkaline,7.918577243,1.839420481,22.07187147,25.70033923,35.81454933,Onion,Drip Irrigation,11808.79736,11789.90479
Kota,Black lava soil,7.52984594,2.05309146,26.81095654,19.71081694,45.63894014,Cumin,Drip Irrigation,7901.998227,8134.695576
Ajmer,Sandy,6.984022379,2.297745449,27.05052622,19.33915322,40.36139483,Coriander,Sprinkler Irrigation,8666.733713,7793.417226
Nagaur,Nitrogenous,7.222356949,2.213981313,38.61537359,28.19628258,30.38614114,Tomato,Canal Irrigation,6769.707102,6404.784424
Jodhpur,Nitrogenous,7.1481448,2.846173286,30.72163236,6.483259764,41.69677906,Coriander,Sprinkler Irrigation,10921.13757,10773.17177
Hanumangarh,Nitrogenous,8.082797448,1.970583573,28.89534138,20.95562117,34.25146264,Coriander,Tube Well,10416.44793,9783.538881
Kota,Black lava soil,7.182229451,2.104161254,31.80184358,15.44677456,46.35532663,Garlic,Drip Irrigation,18631.09133,17828.46276
Udaipur,Saline,8.126141831,2.080649771,33.22061884,20.40994407,31.23811452,Pomegranate,Tube Well,11877.61782,12230.65515
Bhilwara,Saline,6.805728723,1.199864448,23.91358654,20.79731253,35.53606242,Garlic,Canal Irrigation,11615.54357,11215.61193
Hanumangarh,Saline,7.665056895,1.592994665,28.17161459,22.52135374,42.607247,Cotton,Canal Irrigation,11376.22827,11247.77901
Alwar,Black lava soil,7.572760599,1.692938717,30.7049135,27.94313464,43.47701237,Onion,Drip Irrigation,10039.87268,9317.809296
Jaipur,Saline,7.336883148,1.327332256,28.59417979,22.52668574,42.63919675,Oilseeds,Canal Irrigation,9369.466939,9695.742296
Sri Ganganagar,Sandy,7.973403783,2.027501468,32.11217486,17.66905694,38.16398033,Pulses,Drip Irrigation,10160.28552,11142.32572
Udaipur,Saline,8.126141831,2.080649771,33.22061884,20.40994407,31.23811452,Pomegranate,Tube Well,11877.61782,12230.65515
Ajmer,Loamy,8.100965835,2.004394221,30.28932024,18.67203683,43.42225239,Cumin,Drip Irrigation,15088.2259,16048.32005
Jodhpur,Clay,6.839560822,2.385700897,30.00554972,12.27783076,42.46441986,Cotton,Canal Irrigation,11782.13899,12384.10745
Sri Ganganagar,Black lava soil,7.7930829,1.793793091,31.28599485,18.79667413,40.03940092,Pulses,Sprinkler Irrigation,11571.45029,10590.93488
Jaipur,Clay,7.199027779,1.683384302,25.74693374,17.29496567,43.77832919,Pulses,Drip Irrigation,9784.725643,8873.174034
Bhilwara,Sandy,8.501213734,1.846214291,31.80113019,22.70660647,34.99685314,Sugarcane,Tube Well,11896.69466,11299.49667
Ajmer,Black lava soil,7.345175143,2.573013788,15.81246779,19.91694829,39.47090621,Citrus,Sprinkler Irrigation,14315.80604,14539.91353
Sri Ganganagar,Alkaline,7.291780783,2.000988422,37.66436678,13.27492758,35.69475164,Sugarcane,Drip Irrigation,10190.62478,9230.048762
Ajmer,Black lava soil,7.304061617,1.491117845,24.86298224,18.13365877,43.22259246,Mustard,Drip Irrigation,10394.76474,10415.6125
Kota,Black lava soil,6.813767226,2.161487252,29.69498014,22.50120235,37.33199847,Wheat,Sprinkler Irrigation,9738.809833,10557.48828
Jaipur,Black lava soil,7.48937761,2.146768765,31.24708844,18.36663376,40.6237605,Opium,Tube Well,15702.14964,16196.72303
Hanumangarh,Alkaline,6.679309942,2.006111774,24.01667204,18.67219744,46.85050927,Guava,Tube Well,11629.7746,12272.50533
Alwar,Loamy,7.36353334,1.582155497,35.48610096,24.33593706,37.51322814,Onion,Drip Irrigation,12209.80808,11621.62472
Kota,Sandy,6.591010387,2.379856148,29.52770643,22.09804986,35.6805852,Onion,Tube Well,12835.02601,13622.75801
Kota,Chalky (Calcareous),7.090697487,2.546053392,27.26047348,13.32068798,43.6206828,Gram,Tube Well,10677.83508,11348.53939
Jodhpur,Sandy,7.503136578,1.234232342,35.75133698,18.9735799,45.59274972,Fennel,Canal Irrigation,17321.24409,16725.66587
Nagaur,Sandy,7.562950694,2.425562049,36.11927959,21.68977777,37.03879578,Fenugreek,Drip Irrigation,14834.22867,14599.49464
Alwar,Saline,6.901016785,2.443539888,31.43387056,19.26397361,42.82421179,Tomato,Drip Irrigation,9722.879825,9943.021044
Alwar,Nitrogenous,7.757441798,2.409962626,31.62170105,17.33637251,44.19831932,Garlic,Canal Irrigation,8565.309493,8248.881799
Alwar,Black lava soil,7.668138945,1.631485319,35.28362456,24.83403552,43.59584333,Citrus,Sprinkler Irrigation,13025.66206,13600.61167
Ajmer,Saline,7.420847261,1.908073053,25.77163448,19.92950517,39.68675889,Cotton,Canal Irrigation,8929.086542,9328.315784
Sri Ganganagar,Nitrogenous,7.375692073,2.313306819,30.22781941,23.11703569,43.51720067,Fennel,Sprinkler Irrigation,5922.306322,5324.6806
Jodhpur,Alkaline,7.223869374,1.451428175,41.45955633,29.33731002,34.1896709,Cotton,Tube Well,11425.95265,12151.75252
Ajmer,Black lava soil,7.481053459,3.194185996,35.92128323,23.61413447,40.55899579,Tomato,Canal Irrigation,7527.310611,7131.947208
Jodhpur,Loamy,7.306185084,1.032517941,29.25319252,8.162611733,41.76885315,Citrus,Tube Well,13949.24518,14025.50808
Alwar,Black lava soil,8.145379212,3.293954487,24.00137367,23.49459843,37.95099378,Gram,Drip Irrigation,11188.69268,11787.04313
Sri Ganganagar,Alkaline,6.942959321,1.684534583,25.28969908,17.26002091,38.92924845,Opium,Sprinkler Irrigation,8467.326204,7736.302688
Jodhpur,Chalky (Calcareous),6.31078417,2.096325766,31.82697121,19.80418942,36.72733215,Barley,Canal Irrigation,7262.32941,7523.14917
Sri Ganganagar,Black lava soil,7.318826221,2.370911147,29.54015767,14.59042816,37.98356104,Fennel,Sprinkler Irrigation,10903.62159,11485.66022
Alwar,Black lava soil,7.59806573,1.547965855,22.25519737,21.28987991,45.51938672,Guava,Sprinkler Irrigation,12361.20041,11830.26611
Sri Ganganagar,Saline,6.987985705,1.860094829,25.17731103,22.52982777,36.35863899,Garlic,Canal Irrigation,10546.98189,11544.43824
Alwar,Loamy,7.491888441,2.578416891,31.98698512,16.26272173,38.59748973,Wheat,Drip Irrigation,11628.13462,11553.89251
Alwar,Sandy,6.782045238,1.342092092,31.40504625,9.337021869,45.06318705,Onion,Sprinkler Irrigation,8254.397481,7738.510517
Hanumangarh,Alkaline,8.094613231,2.333622574,29.85891061,26.82163122,43.31268017,Onion,Drip Irrigation,9334.133898,10141.30891
Alwar,Saline,6.957126145,2.014898083,26.79922772,27.41871955,36.32594551,Barley,Canal Irrigation,11398.0015,10741.65293
Bhilwara,Black lava soil,7.75807202,1.673735853,26.94411424,17.36002989,46.7653458,Bajra,Drip Irrigation,13263.7736,13514.24671
Sri Ganganagar,Nitrogenous,7.624725473,2.199614096,42.46091999,18.62439286,38.41119553,Coriander,Canal Irrigation,12092.94143,11661.81651
Kota,Saline,7.476869391,2.057050746,30.30941676,15.36223335,39.04879578,Fennel,Canal Irrigation,7892.338003,7761.681287
Jodhpur,Clay,7.003205242,2.067962284,30.42233393,14.65372753,44.78147501,Gram,Canal Irrigation,15411.12001,15274.69177
Jodhpur,Clay,7.256147314,2.537166502,32.48200059,30.3753252,45.90064087,Tomato,Sprinkler Irrigation,16725.48244,15905.84176
Kota,Chalky (Calcareous),7.888468351,2.015238207,25.51373497,16.73524922,37.2510532,Coriander,Sprinkler Irrigation,8088.553494,8587.062097
Nagaur,Clay,8.479918627,2.225306525,30.41386452,20.18391417,28.07846606,Fennel,Drip Irrigation,9199.905309,9581.406587
Ajmer,Saline,7.25251726,1.751213751,35.74836009,21.48288469,46.33825756,Pulses,Tube Well,14565.82879,14313.74759
Alwar,Loamy,8.22780024,2.515826887,22.95540449,22.22447948,44.25359697,Bajra,Tube Well,11789.09249,12462.09477
Kota,Black lava soil,6.813767226,2.161487252,29.69498014,22.50120235,37.33199847,Wheat,Sprinkler Irrigation,9738.809833,10557.48828
Udaipur,Sandy,7.800366508,1.546892334,30.70989957,21.56861591,32.57697604,Opium,Sprinkler Irrigation,7550.147897,7461.089437
Sri Ganganagar,Saline,7.840681163,1.423153859,33.77366649,20.99711993,42.36519141,Bajra,Sprinkler Irrigation,8975.988385,9476.698683
Ajmer,Saline,8.971524168,2.36224553,41.8464365,26.97717041,41.20901036,Opium,Sprinkler Irrigation,9343.571349,8769.848364
Bhilwara,Loamy,7.08767483,2.351746074,29.61089282,18.62024274,38.19138082,Bajra,Sprinkler Irrigation,6436.522127,6621.783429
Jodhpur,Black lava soil,8.031426847,3.168913873,25.69621599,22.67103931,36.36629048,Citrus,Tube Well,8913.253097,8943.991562
Kota,Clay,6.991207611,2.430091319,34.05130022,14.22274103,43.62540522,Wheat,Tube Well,11803.36192,10969.82763
Jodhpur,Saline,7.578411508,2.140615246,37.44799705,13.64818977,45.77346883,Fennel,Drip Irrigation,5302.823539,5166.721426
Nagaur,Nitrogenous,7.222356949,2.213981313,38.61537359,28.19628258,30.38614114,Tomato,Canal Irrigation,6769.707102,6404.784424
Sri Ganganagar,Alkaline,7.350151972,2.787937905,29.76100375,16.36612931,35.61191322,Coriander,Drip Irrigation,6137.653356,5892.444419
Jodhpur,Nitrogenous,7.593495105,1.97786334,26.35520375,19.05492851,40.9014744,Pulses,Sprinkler Irrigation,10097.40363,10012.82923
Jodhpur,Sandy,7.453181906,2.662898324,23.56418216,13.01440907,37.08200337,Guava,Canal Irrigation,10063.16245,9810.943169
Kota,Sandy,7.196322783,1.961389477,32.12921829,22.09102878,31.11994123,Fennel,Canal Irrigation,6547.55675,7484.439552
Alwar,Clay,7.768739352,1.710770136,29.6125285,19.70784941,44.13201659,Cumin,Sprinkler Irrigation,11573.02095,11578.29855
Ajmer,Nitrogenous,6.042872005,2.261611593,23.89839655,9.913306009,25.83837038,Onion,Sprinkler Irrigation,13412.85396,12878.29724
Hanumangarh,Chalky (Calcareous),8.127259351,2.400350974,40.29922501,22.79361918,39.21761312,Oilseeds,Drip Irrigation,9414.524911,9205.134713
Alwar,Loamy,7.493347682,1.700088988,22.20606502,24.09686634,42.11944741,Bajra,Tube Well,13462.22994,14202.63
Kota,Chalky (Calcareous),7.090697487,2.546053392,27.26047348,13.32068798,43.6206828,Gram,Tube Well,10677.83508,11348.53939
Nagaur,Saline,6.959998696,2.081398309,37.47515155,13.43515735,41.96987613,Pomegranate,Sprinkler Irrigation,9672.984588,9032.140808
Nagaur,Black lava soil,7.257870824,1.977035586,29.91715795,23.41662256,42.95372168,Fennel,Sprinkler Irrigation,7939.937868,8142.402407
Nagaur,Nitrogenous,6.749889069,1.610581479,36.75536446,24.43095594,39.68680211,Pomegranate,Sprinkler Irrigation,10332.60811,10327.70643
Kota,Chalky (Calcareous),7.508806626,1.512316986,36.51753966,23.32351373,37.23539581,Oilseeds,Canal Irrigation,8321.910312,8264.601041
Sri Ganganagar,Black lava soil,8.116703038,1.996155502,28.06062109,26.53036102,37.5421903,Gram,Drip Irrigation,13044.74172,12915.05919
Udaipur,Loamy,7.071613953,1.72222661,31.02194516,13.98925237,38.02159644,Fenugreek,Canal Irrigation,9733.308656,9502.633933
Kota,Alkaline,7.319980366,1.635961451,31.8667428,21.56189105,45.96367583,Sugarcane,Canal Irrigation,15500.34492,16106.22941
Jodhpur,Saline,7.269846619,2.515124847,28.09981577,17.9760231,45.66402349,Wheat,Drip Irrigation,6487.90918,6880.542595
Jaipur,Clay,7.04359454,1.791284809,31.72026961,21.7417087,35.51084967,Pulses,Tube Well,9965.279231,9867.05094
Jaipur,Clay,8.094298412,2.924681071,34.21552666,25.81419289,37.09991834,Citrus,Drip Irrigation,14451.1674,15351.56348
Ajmer,Loamy,8.263406332,2.951279103,44.32606012,15.49003675,54.12110213,Coriander,Sprinkler Irrigation,11975.95081,11327.34945
Ajmer,Chalky (Calcareous),8.338688544,1.597414124,35.38424072,9.151612911,34.02905299,Chilli,Drip Irrigation,6549.980603,6429.088352
Bhilwara,Black lava soil,6.960233574,2.498529678,35.63675045,14.35075071,35.88081565,Oilseeds,Drip Irrigation,14393.82645,14069.29596
Bhilwara,Clay,6.44508088,2.669663295,26.56730623,25.81688028,45.34396161,Citrus,Drip Irrigation,12695.00031,12305.32824
Kota,Saline,8.091746833,1.410979566,38.33612056,27.61619311,43.67810999,Wheat,Canal Irrigation,10071.73945,10089.21063
Hanumangarh,Alkaline,7.83377404,1.642967441,35.89209659,18.50242481,33.82148489,Citrus,Drip Irrigation,14619.69712,14293.9304
Jaipur,Sandy,7.195824618,2.296265154,32.04818059,21.7848638,40.40639211,Cotton,Tube Well,7114.826905,7868.924371
Kota,Saline,8.130759626,1.666405458,26.3351555,25.48034954,42.12660654,Citrus,Canal Irrigation,8894.466283,9044.751661
Nagaur,Black lava soil,7.030422215,1.807806312,28.97116503,28.02809916,29.59629737,Cotton,Canal Irrigation,13119.93241,12880.23944
Ajmer,Black lava soil,7.872575432,2.067083208,32.14171025,16.44268903,38.07771561,Barley,Canal Irrigation,9558.028739,9097.6075
Jaipur,Chalky (Calcareous),7.376123791,2.660207005,25.62782176,23.13803149,38.60246268,Onion,Sprinkler Irrigation,16143.44067,15430.88403
Bhilwara,Chalky (Calcareous),7.270987408,2.237667463,24.6832275,25.10812382,34.72005094,Tomato,Canal Irrigation,9973.846375,9908.948352
Ajmer,Saline,7.718002888,2.421919755,31.96317058,22.26792762,32.08888417,Oilseeds,Drip Irrigation,12962.27562,12468.9471
Hanumangarh,Clay,7.146553716,2.42777783,38.24740447,25.3530528,36.35198765,Pomegranate,Sprinkler Irrigation,6516.406866,5629.616415
Hanumangarh,Loamy,6.881932102,2.62716918,33.65500313,22.69217479,43.57867121,Wheat,Drip Irrigation,9948.401486,10768.66446
Jaipur,Alkaline,7.872680362,2.046761748,29.18648149,15.64403485,40.36076618,Gram,Canal Irrigation,8847.156613,8980.013203
Hanumangarh,Loamy,7.018674494,2.346384516,35.52916533,24.30718263,41.25658324,Onion,Sprinkler Irrigation,12314.61938,13098.73603
Bhilwara,Saline,8.10290921,1.531602383,23.13960406,25.89971065,43.65949035,Fennel,Sprinkler Irrigation,13331.07052,13351.72736
Udaipur,Sandy,8.562385702,2.665669531,39.60183751,13.8855249,40.35626875,Pulses,Drip Irrigation,12439.31257,12332.50233
Alwar,Nitrogenous,7.867318773,1.507098096,28.57922451,25.97381431,44.47323594,Fenugreek,Canal Irrigation,7548.906593,8116.825483
Jaipur,Saline,6.450321868,2.341611507,29.42598876,22.83385863,36.71313723,Sugarcane,Drip Irrigation,14425.18319,14495.24971
Bhilwara,Sandy,8.058340638,2.116047319,32.49441597,18.28925674,40.97538463,Mustard,Sprinkler Irrigation,13993.68205,14077.35071
Udaipur,Sandy,7.702411704,1.982451767,25.73033546,26.45230371,40.27599621,Cotton,Tube Well,13020.90917,13819.91218
Nagaur,Sandy,7.433498418,1.339553859,40.71503527,17.65117768,40.79378025,Cotton,Drip Irrigation,10268.31714,9304.147579
Jodhpur,Loamy,7.80162375,2.149079233,33.19330084,25.29059163,41.8380992,Citrus,Tube Well,10890.19063,10699.08668
Bhilwara,Clay,6.44508088,2.669663295,26.56730623,25.81688028,45.34396161,Citrus,Drip Irrigation,12695.00031,12305.32824
Ajmer,Black lava soil,7.345175143,2.573013788,15.81246779,19.91694829,39.47090621,Citrus,Sprinkler Irrigation,14315.80604,14539.91353
Sri Ganganagar,Clay,7.285509641,2.482384947,36.49993686,24.80152584,31.02904067,Coriander,Tube Well,9052.480195,9852.96903
Jodhpur,Clay,8.032585983,2.726308373,25.4183954,15.81539648,39.29812471,Garlic,Sprinkler Irrigation,10458.5215,10165.59735
Kota,Black lava soil,8.337429836,1.862598848,18.99378263,10.00555547,40.17014793,Guava,Sprinkler Irrigation,9964.905629,10217.83412
Jodhpur,Nitrogenous,7.108823039,2.426582653,31.23740274,19.95167789,44.39481987,Onion,Sprinkler Irrigation,11867.53394,11877.06166
Ajmer,Alkaline,7.888465846,2.803957531,36.76726824,26.73285831,47.2183516,Coriander,Canal Irrigation,9688.745624,10115.34687
Ajmer,Black lava soil,7.421126508,1.67916659,38.32675959,15.7191508,40.17783037,Coriander,Drip Irrigation,13006.8102,12394.84136
Jaipur,Sandy,7.19716,1.983978815,24.09513758,14.24159445,50.55648167,Tomato,Sprinkler Irrigation,9035.197687,8186.974572
Alwar,Black lava soil,7.575703698,1.710524121,25.51816226,17.75652159,41.17129632,Maize,Canal Irrigation,8124.720059,7536.35493
Jaipur,Loamy,7.262102278,1.586944004,26.5649295,13.24722018,39.62064275,Oilseeds,Drip Irrigation,12856.79532,13280.61297
Sri Ganganagar,Black lava soil,7.842081604,1.592621999,30.88075226,13.7508983,38.6738123,Oilseeds,Canal Irrigation,6418.676335,7047.824552
Jaipur,Black lava soil,7.48937761,2.146768765,31.24708844,18.36663376,40.6237605,Opium,Tube Well,15702.14964,16196.72303
Ajmer,Chalky (Calcareous),7.534185783,1.126766637,31.65823834,14.76421216,48.55514405,Citrus,Sprinkler Irrigation,11835.44325,12031.31467
Kota,Loamy,7.037055048,1.943166655,29.28170235,19.17459717,40.15879728,Citrus,Sprinkler Irrigation,10211.16193,9503.047637
Sri Ganganagar,Loamy,7.947116387,1.616838738,28.67727051,21.82879993,30.292161,Chilli,Sprinkler Irrigation,7955.05355,7699.926265
Sri Ganganagar,Alkaline,7.73577119,1.084427561,23.85778084,9.622059955,39.56965154,Opium,Canal Irrigation,8713.367048,8514.552243
Ajmer,Saline,7.25251726,1.751213751,35.74836009,21.48288469,46.33825756,Pulses,Tube Well,14565.82879,14313.74759
Nagaur,Saline,7.984684651,1.684298722,30.26263184,16.22024647,41.80220838,Pomegranate,Drip Irrigation,12193.86909,11979.82023
Ajmer,Clay,7.420923078,3.621546485,41.53958125,19.09275465,39.46831499,Bajra,Sprinkler Irrigation,8015.789943,7515.180811
Kota,Sandy,6.913060018,1.901031136,40.33953169,10.84158876,34.74345044,Chilli,Tube Well,10866.56894,9953.445509
Ajmer,Sandy,7.327040335,2.444576912,24.39124449,16.16567981,40.34036135,Bajra,Canal Irrigation,10494.50334,11480.93303
Hanumangarh,Loamy,7.53783677,1.78385241,36.36357367,14.15259685,36.39514946,Cotton,Sprinkler Irrigation,12282.2966,13096.95307
Jodhpur,Chalky (Calcareous),7.191928271,1.479900645,33.49407835,27.24410054,38.42459036,Coriander,Tube Well,14303.01219,13941.81045
Bhilwara,Nitrogenous,6.832259215,2.243018145,22.26348006,25.41345527,37.64437674,Gram,Drip Irrigation,12648.40604,12091.90025
Jodhpur,Clay,7.41397932,2.719084601,30.82620025,20.06260932,48.18605822,Fenugreek,Drip Irrigation,8243.873791,9008.445906
Jodhpur,Clay,6.839560822,2.385700897,30.00554972,12.27783076,42.46441986,Cotton,Canal Irrigation,11782.13899,12384.10745
Hanumangarh,Alkaline,6.679309942,2.006111774,24.01667204,18.67219744,46.85050927,Guava,Tube Well,11629.7746,12272.50533
Jodhpur,Clay,6.929495745,1.944245586,25.9751676,18.06150042,37.93192167,Maize,Drip Irrigation,12174.97102,11736.59004
Bhilwara,Saline,8.0035786,2.258997388,30.13102376,18.48217837,39.59541331,Guava,Drip Irrigation,10200.74328,11027.45097
Ajmer,Alkaline,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Opium,Drip Irrigation,5800.331231,6665.005919
Alwar,Saline,8.286867108,2.228344005,22.51920593,15.40893917,46.61372233,Mustard,Drip Irrigation,8888.025672,9403.125844
Kota,Black lava soil,7.522179399,1.127146284,32.47352827,21.91717516,37.95345763,Bajra,Canal Irrigation,8318.884321,8775.857827
Jaipur,Alkaline,8.051966773,1.871859588,28.82041735,17.96557378,37.32621665,Mustard,Canal Irrigation,11283.21783,10375.49737
Nagaur,Black lava soil,8.297221196,2.339473494,25.93798826,19.7548533,39.19819959,Guava,Drip Irrigation,10456.90582,9965.941879
Udaipur,Loamy,7.069635418,2.336194669,30.83327909,25.90494953,42.01637282,Pulses,Tube Well,9004.616852,9185.731317
Kota,Nitrogenous,7.295156704,2.35616108,41.40825918,16.91179162,32.32479876,Chilli,Tube Well,14931.39582,15578.77262
Ajmer,Alkaline,7.804940024,1.980036768,33.97461557,26.74567553,45.29085047,Fennel,Tube Well,14154.56027,13562.96951
Sri Ganganagar,Black lava soil,7.7930829,1.793793091,31.28599485,18.79667413,40.03940092,Pulses,Sprinkler Irrigation,11571.45029,10590.93488
